"GEO","TIME","UNIT","NA_ITEM","Value","Flag and Footnotes"
"Germany (until 1990 former territory of the FRG)","1987","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1988","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1988","Current prices, million euro","Gross domestic product at market prices","1,059,083.6",""
"Germany (until 1990 former territory of the FRG)","1988","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1989","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1989","Current prices, million euro","Gross domestic product at market prices","1,134,355.0",""
"Germany (until 1990 former territory of the FRG)","1989","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1990","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1990","Current prices, million euro","Gross domestic product at market prices","1,245,386.0",""
"Germany (until 1990 former territory of the FRG)","1990","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Germany (until 1990 former territory of the FRG)","1991","Chain linked volumes, index 2010=100","Gross domestic product at market prices","79.722",""
"Germany (until 1990 former territory of the FRG)","1991","Current prices, million euro","Gross domestic product at market prices","1,512,391.8",""
"Germany (until 1990 former territory of the FRG)","1991","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,044,382.0",""
"Germany (until 1990 former territory of the FRG)","1992","Chain linked volumes, index 2010=100","Gross domestic product at market prices","81.255",""
"Germany (until 1990 former territory of the FRG)","1992","Current prices, million euro","Gross domestic product at market prices","1,647,737.1",""
"Germany (until 1990 former territory of the FRG)","1992","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,083,697.0",""
"Germany (until 1990 former territory of the FRG)","1993","Chain linked volumes, index 2010=100","Gross domestic product at market prices","80.461",""
"Germany (until 1990 former territory of the FRG)","1993","Current prices, million euro","Gross domestic product at market prices","1,768,471.4",""
"Germany (until 1990 former territory of the FRG)","1993","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,063,342.4",""
"Germany (until 1990 former territory of the FRG)","1994","Chain linked volumes, index 2010=100","Gross domestic product at market prices","82.386",""
"Germany (until 1990 former territory of the FRG)","1994","Current prices, million euro","Gross domestic product at market prices","1,859,310.3",""
"Germany (until 1990 former territory of the FRG)","1994","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,112,695.3",""
"Germany (until 1990 former territory of the FRG)","1995","Chain linked volumes, index 2010=100","Gross domestic product at market prices","83.658",""
"Germany (until 1990 former territory of the FRG)","1995","Current prices, million euro","Gross domestic product at market prices","1,977,604.1",""
"Germany (until 1990 former territory of the FRG)","1995","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,145,318.4",""
"Germany (until 1990 former territory of the FRG)","1996","Chain linked volumes, index 2010=100","Gross domestic product at market prices","84.332",""
"Germany (until 1990 former territory of the FRG)","1996","Current prices, million euro","Gross domestic product at market prices","1,967,956.2",""
"Germany (until 1990 former territory of the FRG)","1996","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,162,605.9",""
"Germany (until 1990 former territory of the FRG)","1997","Chain linked volumes, index 2010=100","Gross domestic product at market prices","85.843",""
"Germany (until 1990 former territory of the FRG)","1997","Current prices, million euro","Gross domestic product at market prices","1,952,617.8",""
"Germany (until 1990 former territory of the FRG)","1997","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,201,363.3",""
"Germany (until 1990 former territory of the FRG)","1998","Chain linked volumes, index 2010=100","Gross domestic product at market prices","87.572",""
"Germany (until 1990 former territory of the FRG)","1998","Current prices, million euro","Gross domestic product at market prices","2,000,815.9",""
"Germany (until 1990 former territory of the FRG)","1998","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,245,697.2",""
"Germany (until 1990 former territory of the FRG)","1999","Chain linked volumes, index 2010=100","Gross domestic product at market prices","89.225",""
"Germany (until 1990 former territory of the FRG)","1999","Current prices, million euro","Gross domestic product at market prices","2,059,480.0",""
"Germany (until 1990 former territory of the FRG)","1999","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,288,079.4",""
"Germany (until 1990 former territory of the FRG)","2000","Chain linked volumes, index 2010=100","Gross domestic product at market prices","91.823",""
"Germany (until 1990 former territory of the FRG)","2000","Current prices, million euro","Gross domestic product at market prices","2,109,090.0",""
"Germany (until 1990 former territory of the FRG)","2000","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,354,719.8",""
"Germany (until 1990 former territory of the FRG)","2001","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.367",""
"Germany (until 1990 former territory of the FRG)","2001","Current prices, million euro","Gross domestic product at market prices","2,172,540.0",""
"Germany (until 1990 former territory of the FRG)","2001","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,394,313.7",""
"Germany (until 1990 former territory of the FRG)","2002","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.183",""
"Germany (until 1990 former territory of the FRG)","2002","Current prices, million euro","Gross domestic product at market prices","2,198,120.0",""
"Germany (until 1990 former territory of the FRG)","2002","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,389,573.6",""
"Germany (until 1990 former territory of the FRG)","2003","Chain linked volumes, index 2010=100","Gross domestic product at market prices","92.530",""
"Germany (until 1990 former territory of the FRG)","2003","Current prices, million euro","Gross domestic product at market prices","2,211,570.0",""
"Germany (until 1990 former territory of the FRG)","2003","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,372,843.7",""
"Germany (until 1990 former territory of the FRG)","2004","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.617",""
"Germany (until 1990 former territory of the FRG)","2004","Current prices, million euro","Gross domestic product at market prices","2,262,520.0",""
"Germany (until 1990 former territory of the FRG)","2004","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,400,726.8",""
